1699623477.462208,0.3,0.18
1699623477.963818,0.3,0.3
1699623478.4655304,0.3,0.3
1699623478.967074,0.3,0.3
1699623479.468821,0.3,0.3
1699623479.970443,0.3,0.3
1699623480.4722807,0.3,0.3
1699623480.9740827,0.3,0.3
1699623481.4759645,0.3,0.18
1699623481.9777749,0.3,0.3
1699623482.4795558,0.3,0.18
1699623482.981175,0.3,0.3
1699623483.4829514,0.3,0.3
1699623483.984733,0.3,0.3
1699623484.4863853,0.3,0.3
1699623484.9881597,0.3,0.3
1699623485.4899018,0.3,0.3
1699623485.9915557,0.3,0.3
1699623486.4933863,0.3,0.3
1699623486.9951391,0.3,0.3
1699623487.4967616,0.3,0.3
1699623487.9985642,0.3,0.3
1699623488.500315,0.3,0.18
1699623489.002036,0.3,0.3
1699623489.5038307,0.3,0.3
1699623490.005621,0.3,0.3
1699623490.5073113,0.3,0.3
1699623491.0091105,0.3,0.18
1699623491.5109713,0.3,0.3
1699623492.0127065,0.3,0.3
1699623492.514472,0.3,0.3
1699623493.016217,0.3,0.3
1699623493.517869,0.3,0.3
1699623494.0196686,0.3,0.3
1699623494.5214663,0.3,0.3
1699623495.0231059,0.3,0.3
1699623495.524861,0.3,0.18
1699623496.0266035,0.3,0.3
1699623496.5281882,0.3,0.3
1699623497.029969,0.3,0.3
1699623497.5317435,0.3,0.18
1699623498.0333583,0.3,0.3
1699623498.535118,0.3,0.3
1699623499.0368595,0.3,0.3
1699623499.5384283,0.3,0.18
1699623500.0401802,0.3,0.3
1699623500.5419178,0.3,0.3
1699623501.043551,0.3,0.3
1699623501.5454645,0.3,0.3
1699623502.0472085,0.3,0.3
1699623502.5488534,0.3,0.3
1699623503.0506468,0.3,0.3
1699623503.5523834,0.3,0.3
1699623504.0539873,0.3,0.3
1699623504.5558887,0.3,0.3
1699623505.0576463,0.3,0.18
1699623505.559273,0.3,0.3
1699623506.0610294,0.3,0.3
1699623506.5628028,0.3,0.18
1699623507.0644622,0.3,0.3
1699623507.5662296,0.3,0.3
1699623508.068051,0.3,0.3
1699623508.5698788,0.3,0.3
1699623509.0716405,0.3,0.18
1699623509.5734317,0.3,0.3
1699623510.0751848,0.3,0.3
1699623510.5769427,0.3,0.18
1699623511.078709,0.3,0.3
1699623511.5804532,0.3,0.3
1699623512.0821993,0.3,0.3
1699623512.5839524,0.3,0.3
1699623513.085881,0.3,0.3
1699623513.5876584,0.3,0.3
1699623514.0894835,0.24,0.3
1699623514.5912697,0.24,0.3
1699623515.0930116,0.24,0.3
1699623515.5947802,0.24,0.3
1699623516.0965881,0.24,0.3
