1699624955.84039879,0.00329400,-0.00231800,0.97429200,0.24027040,0.03259154,0.06765500,-0.08368500,-0.97777750,0.37372113,0.65624087,-1.82095878
1699624955.90387869,0.00305000,-0.00097600,1.00332800,-0.03238990,-0.05722861,0.03265500,0.44131500,0.31722250,0.37225957,0.65931014,-1.82125110
1699624955.96509075,0.00524600,-0.00146400,1.00393800,-0.06649648,-0.09716550,-0.07234500,0.02131500,0.07222250,0.37489038,0.66062555,-1.82329728
1699624956.02631855,0.00305000,-0.00195200,1.00589000,0.09979779,0.01300926,0.03265500,-0.01368500,0.00222250,0.37489038,0.66062555,-1.82329728
1699624956.08741212,0.00378200,-0.00390400,1.00467000,-0.17839503,-0.02907156,0.20765500,-0.32868500,-0.17277750,0.37445191,0.66135633,-1.83118971
1699624956.14847445,0.00146400,-0.00207400,1.00540200,-0.02527998,0.15880109,-0.03734500,0.30131500,0.10722250,0.37722888,0.66033324,-1.82826659
1699624956.20951152,0.00292800,-0.00329400,1.00491400,-0.01165949,-0.02303206,-0.00234500,-0.11868500,-0.03277750,0.37722888,0.66033324,-1.82826659
1699624956.27051044,0.00414800,-0.00207400,1.00113200,-0.07462446,-0.05112877,0.06765500,-0.15368500,-0.13777750,0.37693657,0.65901783,-1.82315113
1699624956.33155179,0.00317200,-0.00280600,1.00064400,-0.11642017,-0.14170650,-0.03734500,0.02131500,0.07222250,0.37693657,0.65901783,-1.82315113
1699624956.39255738,0.00378200,-0.00109800,1.00576800,-0.06675167,-0.04925780,0.03265500,0.05631500,0.10722250,0.37225957,0.66208711,-1.81774335
1699624956.45355034,0.00280600,-0.00292800,1.00564600,0.10658324,0.02730282,-0.03734500,0.05631500,0.00222250,0.37489038,0.66164864,-1.82592809
1699624956.51503348,0.00329400,-0.00183000,1.00467000,-0.06002933,-0.00108331,0.34765500,-0.46868500,-0.27777750,0.37489038,0.66164864,-1.82592809
1699624956.57617640,0.00353800,-0.00195200,1.00613400,-0.06691368,0.02682010,0.20765500,-0.18868500,-0.10277750,0.37649810,0.65960246,-1.81832797
1699624956.63821244,0.00231800,-0.00390400,1.00857400,-0.17753422,0.05492982,-0.42234500,0.54631500,0.24722250,0.37576732,0.65697165,-1.82271266
1699624956.70061135,0.00305000,-0.00500200,1.00869600,-0.23987492,0.26283825,0.69765500,-0.85368500,-0.62777750,0.37576732,0.65697165,-1.82271266
1699624956.76282096,0.00366000,0.03098800,1.00491400,0.10684518,-0.39070895,-0.07234500,0.93131500,0.59722250,0.37035954,0.65989477,-1.81598948
1699624956.82502580,0.00317200,-0.00097600,0.99942400,-0.17257120,0.15164086,0.06765500,-1.41368500,-0.94277750,0.37664426,0.65828705,-1.82256650
1699624956.88718724,0.00402600,-0.00231800,1.00393800,0.04424525,-0.05011812,-0.07234500,-0.08368500,0.03722250,0.37664426,0.65828705,-1.82256650
1699624956.94933987,0.00244000,-0.00231800,0.99332400,0.01609757,-0.17931116,-0.03734500,0.33631500,0.14222250,0.37635194,0.66106402,-1.82475884
1699624957.01156521,0.00195200,-0.00231800,0.97685400,0.10024576,0.01860945,0.13765500,-0.08368500,-0.66277750,0.37635194,0.66106402,-1.82475884
1699624957.07377386,0.00524600,-0.00219600,1.00735400,0.05119666,-0.32779961,-0.17734500,0.26631500,0.63222250,0.37605963,0.65770243,-1.82899737
1699624957.13617563,0.00366000,-0.00341600,1.00662200,-0.12906207,0.03410078,-0.17734500,0.16131500,0.98222250,0.37342882,0.66384098,-1.82797428
1699624957.19834900,0.00353800,-0.00195200,1.00528000,-0.10005858,0.32404339,0.24265500,-0.25868500,0.24722250,0.37342882,0.66384098,-1.82797428
1699624957.26052189,0.00280600,-0.00280600,1.00430400,-0.17817974,0.33952816,0.17265500,-0.11868500,-0.69777750,0.37693657,0.65989477,-1.82578194
1699624957.32262230,0.00366000,-0.00341600,1.00479200,-0.00433079,-0.47264959,-0.00234500,0.05631500,0.03722250,0.37445191,0.66004092,-1.81511254
1699624957.38484573,0.00244000,-0.00207400,1.00552400,-0.18402347,0.24194891,0.38265500,-0.46868500,-0.24277750,0.37445191,0.66004092,-1.81511254
1699624957.44693637,0.00207400,-0.00207400,1.00589000,0.16343575,0.06742068,-0.28234500,0.37131500,0.28222250,0.37415960,0.65857936,-1.82461269
1699624957.50914073,0.00463600,-0.00207400,1.00418200,-0.12839246,-0.07579867,0.20765500,-0.29368500,-0.13777750,0.38322128,0.65492546,-1.82475884
1699624957.57132411,0.00488000,-0.00195200,1.00503600,-0.03930569,-0.09189298,0.27765500,-0.43368500,-0.20777750,0.38322128,0.65492546,-1.82475884
1699624957.63355899,0.00378200,-0.00219600,1.00430400,0.03725631,-0.03004663,-0.14234500,0.23131500,0.17722250,0.37313651,0.65302543,-1.82110494
1699624957.69570231,0.00414800,-0.00280600,1.00430400,1.66531175,-0.04990841,0.06765500,-0.18868500,-0.06777750,0.37313651,0.65302543,-1.82110494
1699624957.75785208,0.00622200,-0.00244000,1.00345000,-0.09361469,-0.16493353,-0.03734500,-0.08368500,0.00222250,0.37752119,0.65697165,-1.82724350
1699624957.81994081,0.00390400,-0.00219600,1.00430400,-0.08062636,-0.03538318,-0.10734500,0.19631500,0.07222250,0.37269804,0.65945630,-1.82008185
1699624957.88209796,0.00244000,-0.00378200,1.00454800,-0.17235907,0.04686665,0.48765500,-0.60868500,-0.48777750,0.37269804,0.65945630,-1.82008185
1699624957.94429421,0.00524600,-0.00122000,1.00491400,-0.02531280,-0.11248975,0.38265500,-0.39868500,-0.17277750,0.37927507,0.65814089,-1.81686641
