1699625011.5764802,0.3,0.18
1699625012.0781288,0.3,0.3
1699625012.5796332,0.3,0.18
1699625013.0813148,0.3,0.3
1699625013.5830934,0.3,0.3
1699625014.0855474,0.3,0.3
1699625014.5871232,0.3,0.18
1699625015.0888715,0.3,0.3
1699625015.5908697,0.3,0.18
1699625016.0924091,0.3,0.3
1699625016.593973,0.3,0.3
1699625017.0955904,0.3,0.3
1699625017.5971167,0.3,0.3
1699625018.0986733,0.3,0.3
1699625018.6002548,0.3,0.3
1699625019.101773,0.135,0.3
1699625019.603307,0.3,0.3
1699625020.104426,0.0375,0.3
1699625020.6063313,0.18,0.3
1699625021.107912,0.135,0.3
1699625021.609695,0.18,0.3
1699625022.111649,0.18,0.3
1699625022.613751,0.3,0.3
1699625023.1159241,0.0,0.3
1699625023.6189601,0.0375,0.3
1699625024.1212955,0.0375,0.3
1699625024.6237292,0.3,0.3
1699625025.1251433,0.0375,0.3
1699625025.62669,0.11249999999999999,0.3
1699625026.1281695,0.3,0.18
1699625026.6297104,0.3,0.3
1699625027.1313329,0.18,0.3
1699625027.6328297,0.3,0.3
1699625028.1344182,0.18,0.3
1699625028.6359565,0.3,0.3
1699625029.1380086,0.3,0.3
1699625029.6398067,0.3,0.3
1699625030.14142,0.3,0.3
1699625030.643162,0.3,0.3
1699625031.1444304,0.3,0.3
1699625031.6460326,0.18,0.3
1699625032.1478074,0.3,0.18
1699625032.6494677,0.3,0.18
1699625033.1515057,0.3,0.3
1699625033.6530874,0.3,0.3
1699625034.1544929,0.3,0.3
1699625034.6559794,0.135,0.3
1699625035.1574595,0.0375,0.3
1699625035.659051,0.3,0.3
1699625036.16069,0.0,0.3
1699625036.662198,0.0,0.3
1699625037.1637397,0.0375,0.3
1699625037.6652758,0.3,0.3
1699625038.1668382,0.0375,0.3
1699625038.6689746,0.18,0.3
1699625039.170552,0.0375,0.3
1699625039.6720538,0.3,0.3
1699625040.174325,0.0375,0.3
1699625040.6767447,0.18,0.3
1699625041.1791563,0.3,0.3
1699625041.681562,0.3,0.3
1699625042.1837754,0.135,0.3
1699625042.686715,0.3,0.3
1699625043.188141,0.3,0.3
1699625043.689626,0.3,0.3
1699625044.1912284,0.3,0.3
1699625044.6928065,0.3,0.3
1699625045.195569,0.3,0.3
1699625045.697581,0.3,0.3
1699625046.199088,0.3,0.3
1699625046.700631,0.3,0.3
1699625047.2026649,0.3,0.3
1699625047.704536,0.18,0.3
1699625048.2063112,0.0375,0.3
1699625048.7079709,0.3,0.3
1699625049.2096057,0.0375,0.3
1699625049.7113745,0.18,0.3
1699625050.2137694,0.135,0.3
1699625050.7154202,0.18,0.3
1699625051.216955,0.18,0.3
1699625051.7185464,0.0375,0.3
1699625052.2202377,0.0375,0.3
1699625052.722292,0.11249999999999999,0.3
1699625053.2238877,0.3,0.18
1699625053.725438,0.18,0.3
1699625054.2269955,0.135,0.3
1699625054.7285788,0.3,0.3
1699625055.2301486,0.3,0.3
1699625055.7319977,0.135,0.3
1699625056.2346513,0.3,0.3
1699625056.737987,0.3,0.3
1699625057.240377,0.3,0.18
1699625057.7424057,0.18,0.3
1699625058.2446144,0.3,0.3
1699625058.7461286,0.3,0.3
1699625059.2476332,0.3,0.3
1699625059.7492647,0.3,0.3
1699625060.2519743,0.3,0.3
1699625060.7536662,0.3,0.18
1699625061.2551622,0.3,0.3
1699625061.756771,0.3,0.3
1699625062.2584515,0.3,0.3
1699625062.760057,0.135,0.3
1699625063.261711,0.0375,0.3
1699625063.763758,0.3,0.3
1699625064.2657146,0.0375,0.3
1699625064.767404,0.135,0.3
1699625065.2692487,0.3,0.3
1699625065.7708664,0.0,0.3
1699625066.2725122,0.0,0.3
1699625066.7741067,0.0375,0.3
1699625067.2757835,0.18,0.3
1699625067.777496,0.18,0.3
1699625068.279339,0.18,0.3
1699625068.780899,0.3,0.3
1699625069.282433,0.0375,0.3
1699625069.7840207,0.3,0.3
1699625070.2856705,0.3,0.3
1699625070.787202,0.135,0.3
1699625071.2888057,0.3,0.3
1699625071.790771,0.3,0.3
1699625072.2923424,0.3,0.3
1699625072.7939906,0.3,0.18
1699625073.2953417,0.3,0.3
1699625073.7975633,0.3,0.3
1699625074.2997649,0.3,0.3
1699625074.801909,0.3,0.3
1699625075.3039818,0.3,0.3
1699625075.8062704,0.3,0.3
1699625076.3076966,0.0375,0.3
1699625076.8091145,0.18,0.3
1699625077.3105822,0.3,0.3
1699625077.8123832,0.0,0.3
1699625078.3140833,0.0375,0.3
1699625078.815748,0.135,0.3
1699625079.3179753,0.3,0.3
1699625079.8195071,0.0375,0.3
1699625080.3210995,0.3,0.3
1699625080.822687,0.0,0.3
1699625081.324293,0.0,0.3
1699625081.8324819,0.0375,0.3
1699625082.3353727,0.3,0.3
1699625082.8378913,0.3,0.3
1699625083.3393364,0.0375,0.3
1699625083.8407905,0.3,0.3
1699625084.3422964,0.3,0.3
1699625084.843804,0.18,0.3
1699625085.3453648,0.3,0.3
1699625085.8469498,0.18,0.3
1699625086.3484535,0.3,0.18
1699625086.8499775,0.3,0.18
1699625087.3515966,0.3,0.3
1699625087.8536818,0.3,0.3
1699625088.3553843,0.3,0.3
1699625088.8570676,0.18,0.3
1699625089.3587656,0.3,0.18
1699625089.8604176,0.3,0.18
1699625090.3622258,0.3,0.18
1699625090.86435,0.3,0.3
1699625091.3659673,0.18,0.3
1699625091.8675153,0.0375,0.3
1699625092.3691084,0.3,0.3
1699625092.8762162,0.0375,0.3
1699625093.3778532,0.0375,0.3
1699625093.879306,0.18,0.3
1699625094.3808386,0.135,0.3
1699625094.8824182,0.3,0.3
1699625095.3839483,0.0375,0.3
1699625095.8857527,0.0375,0.3
1699625096.3874178,0.3,0.3
1699625096.8891473,0.0,0.3
1699625097.391039,0.0375,0.3
1699625097.8932602,0.18,0.3
1699625098.3944626,0.3,0.18
1699625098.8960526,0.3,0.3
1699625099.3976915,0.0375,0.3
1699625099.899227,0.3,0.18
1699625100.4007785,0.3,0.3
1699625100.90239,0.3,0.3
1699625101.4039345,0.3,0.3
1699625101.9055078,0.3,0.3
1699625102.4070585,0.3,0.3
1699625102.908665,0.3,0.3
