1699620606.81079698,-0.00353800,-0.00597800,1.00711000,-0.05314521,0.05779201,0.09796500,-0.28400750,-0.22267000,0.33572055,0.90558316,-1.96974569
1699620606.87245917,-0.00341600,-0.00646600,1.00467000,0.10463691,0.08670102,-0.04203500,-0.07400750,0.09233000,0.33586671,0.90865244,-1.96886875
1699620606.93372345,-0.00109800,-0.00829600,1.00454800,-0.00642569,-0.03214517,-0.00703500,-0.21400750,-0.04767000,0.33586671,0.90865244,-1.96886875
1699620606.99506712,-0.00329400,-0.00622200,1.00491400,0.04151605,0.09382245,-0.07703500,0.06599250,0.05733000,0.33425899,0.90558316,-1.96989184
1699620607.05612230,-0.00146400,-0.00854000,1.00564600,-0.08855128,0.14141963,0.09796500,-0.10900750,0.02233000,0.33002046,0.90748319,-1.97661502
1699620607.11717820,0.00085400,-0.00744200,1.00406000,0.13379834,0.04414971,0.02796500,0.06599250,-0.25767000,0.33002046,0.90748319,-1.97661502
1699620607.17820525,-0.00195200,-0.00732000,1.00454800,0.04700575,0.01741579,-0.04203500,0.03099250,0.09233000,0.32972815,0.90909091,-1.97223034
1699620607.23930430,-0.00158600,-0.00671000,1.00479200,0.01537674,-0.00446346,-0.04203500,-0.00400750,-0.01267000,0.32972815,0.90909091,-1.96740719
1699620607.30036879,-0.00329400,-0.00597800,1.00332800,-0.03394712,0.00960131,0.02796500,-0.42400750,-0.18767000,0.33425899,0.90646010,-1.96740719
1699620607.36145616,-0.00268400,-0.00658800,1.00369400,0.07717305,0.26776604,0.34296500,-0.35400750,-0.95767000,0.33791289,0.90631394,-1.96945338
1699620607.42420650,-0.00353800,-0.00793000,1.00564600,-0.15993780,0.33051936,-0.21703500,0.34599250,0.40733000,0.33791289,0.90631394,-1.96945338
1699620607.48652339,-0.00195200,-0.00841800,1.00406000,0.02767058,-0.12983481,-0.07703500,0.13599250,0.23233000,0.33162818,0.90821397,-1.96638410
1699620607.54872561,-0.00195200,-0.00561200,1.00601200,-0.31970267,0.31224724,0.41296500,-0.38900750,-0.71267000,0.33557439,0.90529085,-1.96945338
1699620607.61105037,-0.00305000,-0.00622200,1.00442600,0.16662314,-0.24213342,-0.28703500,0.27599250,0.54733000,0.33557439,0.90529085,-1.96945338
1699620607.67324400,-0.00061000,-0.00744200,1.00442600,0.09378253,0.05720498,-0.14703500,0.20599250,-0.04767000,0.32797428,0.91303712,-1.97033031
1699620607.73550606,-0.00219600,-0.00634400,1.00406000,-0.08282676,-0.30394862,-0.35703500,0.59099250,0.30233000,0.33469746,0.90733704,-1.97091494
1699620607.79776096,-0.00183000,-0.00744200,1.00467000,-0.04298948,0.32541075,0.06296500,-0.03900750,-0.08267000,0.33469746,0.90733704,-1.97091494
1699620607.85994649,-0.00207400,-0.00585600,1.00345000,-0.24497588,0.02263024,0.41296500,-0.59900750,-0.36267000,0.33308974,0.90280620,-1.96901491
1699620607.92222619,-0.00329400,-0.00573400,1.00503600,0.03765316,-1.68196722,-0.56703500,0.83599250,0.47733000,0.33308974,0.90280620,-1.96653025
1699620607.98439932,-0.00219600,-0.00732000,1.00418200,0.00275999,0.02991004,-0.04203500,0.17099250,0.12733000,0.32885121,0.90748319,-1.96653025
1699620608.04667640,-0.00073200,-0.00719800,1.00442600,0.13876836,-0.05286301,-0.53203500,0.59099250,0.44233000,0.33338205,0.90923707,-1.97193803
