1699620677.17306566,-0.00585600,-0.00402600,0.99735000,0.16795676,0.16578184,0.09217250,-0.22942500,-0.08645000,0.36115171,0.89622917,-1.96696872
1699620677.23568702,-0.00097600,-0.01012600,1.00601200,-0.18447342,-0.00969025,-0.01282750,0.01557500,-0.08645000,0.36597486,0.89579070,-1.96784566
1699620677.29696035,-0.00024400,-0.00866200,0.99832600,-0.13290197,0.09576045,-0.18782750,0.26057500,0.26355000,0.36597486,0.89579070,-1.96784566
1699620677.35812998,-0.00244000,-0.00768600,1.00491400,-0.13724991,0.11585714,-0.04782750,0.08557500,0.36855000,0.35895937,0.89622917,-1.96185326
1699620677.41959858,-0.00146400,-0.00414800,1.00332800,0.23944701,0.01805495,-0.22282750,0.15557500,0.12355000,0.35589009,0.89900614,-1.96740719
1699620677.48080397,-0.00353800,-0.00634400,1.00442600,0.03121796,0.13605140,-0.15282750,0.15557500,-0.01645000,0.35589009,0.89900614,-1.96740719
1699620677.54197764,-0.00353800,-0.00573400,1.00503600,0.06533374,0.09468944,-0.01282750,0.36557500,0.22855000,0.36129787,0.89374452,-1.95790704
1699620677.60354400,0.00085400,-0.00549000,1.01016000,0.08083026,0.04544080,0.09217250,-0.01942500,-0.05145000,0.36319790,0.89505992,-1.96755335
1699620677.66484857,-0.00390400,-0.00561200,1.00576800,0.05175725,0.20570345,0.12717250,-0.12442500,-0.01645000,0.36319790,0.89505992,-1.96755335
1699620677.72602367,0.00207400,-0.00671000,1.00088800,0.00834365,-0.18392478,-0.22282750,0.05057500,0.15855000,0.35983631,0.89564455,-1.97909968
1699620677.78726053,-0.00414800,-0.00634400,1.00259600,0.02968121,0.16479578,0.47717250,-0.43942500,-0.50645000,0.35983631,0.89754458,-1.97646887
1699620677.84957767,0.03062200,-0.00402600,1.00271800,0.16217041,-0.07224499,0.33717250,-0.64942500,-0.40145000,0.35895937,0.89754458,-1.97646887
1699620677.91199303,-0.00158600,-0.00780800,1.00332800,-0.05365528,0.02529296,-0.25782750,0.40057500,0.33355000,0.36305174,0.89769073,-1.96726103
1699620677.97460032,-0.00475800,-0.00500200,1.00650000,0.09836152,0.21424677,-0.11782750,0.08557500,0.05355000,0.36305174,0.89769073,-1.96726103
1699620678.03686690,0.00012200,-0.00597800,1.00357200,0.05092569,-0.07223899,-0.01282750,0.19057500,-0.05145000,0.36085940,0.89301374,-1.97106109
1699620678.09900904,-0.00280600,-0.00634400,1.00637800,0.03104071,-0.04443697,0.40717250,-0.15942500,-0.36645000,0.35939784,0.89491377,-1.95761473
1699620678.16128182,-0.00341600,-0.00439200,1.00210800,0.14110577,0.10910840,-0.01282750,0.08557500,-0.01645000,0.35939784,0.89491377,-1.95761473
1699620678.22355413,0.03001200,-0.00561200,0.99869200,0.07025547,-0.15626252,0.09217250,0.05057500,0.08855000,0.36422099,0.89710611,-1.96930722
1699620678.28576541,-0.00219600,-0.00756400,1.00235200,-0.04013972,0.17182321,0.23217250,-0.26442500,-0.26145000,0.35837474,0.89608302,-1.96492254
1699620678.34810686,-0.00061000,-0.00549000,1.00296200,0.07859947,-0.37192182,-0.29282750,0.36557500,0.29855000,0.35837474,0.89608302,-1.96492254
1699620678.41033816,-0.00097600,-0.00280600,1.00210800,0.23178380,-0.19780539,-0.36282750,0.40057500,0.36855000,0.36115171,0.89462146,-1.97135341
1699620678.47259378,-0.00280600,-0.00610000,1.00686600,-0.01043351,0.17076116,0.05717250,-0.99942500,-0.71645000,0.36027477,0.89315989,-1.97135341
1699620678.53490806,-0.00061000,-0.00610000,1.00674400,-0.26736148,0.08746732,-0.01282750,1.17057500,0.75355000,0.36027477,0.89315989,-1.97135341
1699620678.59716892,-0.00378200,-0.00488000,0.99637400,0.18175200,-0.03019653,0.09217250,-1.45442500,-0.92645000,0.36012862,0.89491377,-1.96828413
1699620678.65940666,-0.00207400,-0.00744200,1.00503600,0.16965896,-0.36433649,-0.01282750,0.22557500,0.19355000,0.36012862,0.89491377,-1.96828413
